median_income,h3
35317.48,8444cb5ffffffff
53378.7,8444ee3ffffffff
59587.11,8444c15ffffffff
45388.03,8444dbbffffffff
38879.94,8444e0bffffffff
37776.13,8444e09ffffffff
43361.41,8444d3dffffffff
38418.72,8444f13ffffffff
45980.2,8444c8bffffffff
37560.28,8444581ffffffff
46303.8,844448bffffffff
43331.02,8444483ffffffff
53370.85,8444c0bffffffff
46319.86,8444dd3ffffffff
46554.07,8444ea1ffffffff
45537.57,8444eabffffffff
37667.5,8444e37ffffffff
50848.55,8444e35ffffffff
43548.36,84445b5ffffffff
50699.53,8444509ffffffff
49388.48,844442dffffffff
61152.63,8444a9bffffffff
42092.31,8444683ffffffff
62323.75,84446dbffffffff
31403.13,8444421ffffffff
59504.74,84445c1ffffffff
38074.55,84445cdffffffff
42613.89,8444a89ffffffff
82626.26,8444161ffffffff
44785.68,8444507ffffffff
57407.81,8444f61ffffffff
47920.75,84446e7ffffffff
50797.8,8444f33ffffffff
50433.61,84445c7ffffffff
41514.39,8444c91ffffffff
51991.92,8444cdbffffffff
57894.09,8444d51ffffffff
48946.42,8444da1ffffffff
55404.5,8444505ffffffff
60716.35,84446ebffffffff
42779.98,8444ce7ffffffff
61869.12,8444463ffffffff
52945.91,8444a81ffffffff
85539.75,8444163ffffffff
37598.92,8444c93ffffffff
41396.48,8444cd9ffffffff
61470.31,84446d1ffffffff
64184.89,8444a91ffffffff
51411.7,8444405ffffffff
43299.75,84444b3ffffffff
45707.35,8444dcdffffffff
38061.69,844441bffffffff
68789.75,8444dabffffffff
43240.59,84444abffffffff
43406.74,84444a9ffffffff
39300.11,8444583ffffffff
41774.22,8444413ffffffff
46333.9,8444c99ffffffff
60791.73,84446c7ffffffff
54856.44,8444637ffffffff
59108.61,84446e5ffffffff
57642.14,8444633ffffffff
40439.12,8444e21ffffffff
36269.53,8444eedffffffff
44836.66,8444423ffffffff
46726.6,8444f55ffffffff
47700.05,8444c39ffffffff
29515.61,84445e5ffffffff
41394.16,8444dc3ffffffff
79817.91,8444f35ffffffff
34126.07,84444a7ffffffff
44823,84444a1ffffffff
38567.03,8444e01ffffffff
48429.31,8444553ffffffff
54346.88,8444f6dffffffff
24478.85,8444edbffffffff
50023.45,8444cbdffffffff
36932.38,84445dbffffffff
30026.47,8444c6bffffffff
32344.71,8444cb1ffffffff
60514.56,844440dffffffff
36639.22,8444cbbffffffff
41983.68,8444eb5ffffffff
66565.88,8444a97ffffffff
50469.91,8444693ffffffff
52544.95,84444d7ffffffff
39310.92,8444ee9ffffffff
60275.81,8444c23ffffffff
49762.54,8444401ffffffff
40215.43,8444c07ffffffff
36003.26,84445bbffffffff
43166.62,84445b9ffffffff
56913.63,84444b5ffffffff
52582.15,8444699ffffffff
61192.69,84441adffffffff
35343.35,8444c29ffffffff
38554.03,8444c95ffffffff
46717.71,8444447ffffffff
38995.76,8444ad1ffffffff
33111.79,8444591ffffffff
49001.26,844469bffffffff
42256.48,8444429ffffffff
37778.76,8444539ffffffff
47174.71,844469dffffffff
54831.44,8444d03ffffffff
50698.16,8444c87ffffffff
40895.72,8444c53ffffffff
41381.1,8444e91ffffffff
49211.48,8444cebffffffff
40761.42,8444f4bffffffff
43652.7,84444ebffffffff
35316.63,84444cdffffffff
40245.07,8444487ffffffff
40919.1,8444cb9ffffffff
41262.32,8444ce3ffffffff
45445.52,84445a1ffffffff
30067.14,8444407ffffffff
49487.98,84444b1ffffffff
38641.78,8444d1dffffffff
42528.27,84444adffffffff
38337.12,84444a5ffffffff
49205.53,8444d0bffffffff
48977.02,84445cbffffffff
36046.63,8444d35ffffffff
44035.43,8444e1bffffffff
55163.27,8444f31ffffffff
37097.39,8444e9bffffffff
33130.06,8444ee1ffffffff
45853.35,8444f5dffffffff
69226.4,8444f07ffffffff
53744.8,84444e1ffffffff
40715.17,8444713ffffffff
50188.55,8444555ffffffff
43933.24,8444521ffffffff
40065.14,8444eb7ffffffff
42390.3,8444dcbffffffff
40049.1,8444c01ffffffff
46275.53,8444c09ffffffff
43284.41,84446a7ffffffff
70701.25,8444e5bffffffff
62374.06,8444eebffffffff
50203.63,8444a8dffffffff
49722.55,8444da5ffffffff
46428.51,84444b9ffffffff
41732.62,8444e67ffffffff
38945.84,8444e2dffffffff
42369.97,8444d13ffffffff
41238.36,8444cddffffffff
42753.92,84445c5ffffffff
41697.53,84445e1ffffffff
38010.33,84445e9ffffffff
41219.22,8444e57ffffffff
38459.2,844449bffffffff
44396.07,8444411ffffffff
45731.38,8444cd1ffffffff
48521.18,8444451ffffffff
35088.62,84441b7ffffffff
35584.93,8444d19ffffffff
38644.54,8444527ffffffff
77315.17,8444ae3ffffffff
60325.39,8444a93ffffffff
79571.39,8444a85ffffffff
50012.64,844444bffffffff
44528.05,84444d3ffffffff
50179,8444635ffffffff
40088.76,84445d3ffffffff
62675,8444e41ffffffff
38677.57,84446abffffffff
48401.88,8444de3ffffffff
56066.12,844450bffffffff
49623.52,8444455ffffffff
74267.18,84446c9ffffffff
39664.95,8444db3ffffffff
52669.5,8444715ffffffff
38520.19,8444c69ffffffff
88808.15,84446cbffffffff
56788.88,8444eb3ffffffff
40402.4,84444c9ffffffff
41990.19,8444d91ffffffff
41318.96,8444457ffffffff
43494.03,8444453ffffffff
49056.72,8444cedffffffff
40189.03,8444acbffffffff
68181.36,84445c3ffffffff
54730.42,84444c1ffffffff
70073.35,8444dc5ffffffff
55250.84,8444e99ffffffff
84977.09,8444f05ffffffff
58179.21,8444f37ffffffff
63930.73,8444f3dffffffff
35811.79,8444425ffffffff
39028,8444e65ffffffff
45639.31,8444e87ffffffff
39674.92,844459bffffffff
37087.87,8444593ffffffff
30013.29,8444597ffffffff
49967,8444e95ffffffff
35428.29,8444cb7ffffffff
43527.44,8444c35ffffffff
57254.36,84446e3ffffffff
45633.1,844449dffffffff
37936.39,844448dffffffff
50032.35,8444557ffffffff
54482.31,84441edffffffff
42742.88,8444f17ffffffff
55084.98,8444f43ffffffff
37714.34,8444f1bffffffff
62940.05,8444dbdffffffff
22105.37,8444735ffffffff
24458.36,844473dffffffff
52298.72,8444cc3ffffffff
39339.58,8444f6bffffffff
56782.65,8444ea7ffffffff
45003.74,8444711ffffffff
43009.46,8444d95ffffffff
73020.36,84441e7ffffffff
63806.25,8444e29ffffffff
47112.64,84444ddffffffff
46757.63,8444485ffffffff
53350.01,8444ee7ffffffff
54112.59,8444dd1ffffffff
67064.77,8444a51ffffffff
54234.88,8444cd5ffffffff
50349.48,84446b3ffffffff
46551.54,8444f4dffffffff
60246.5,8444563ffffffff
91627,8444147ffffffff
70661.81,84441e5ffffffff
61540.24,8444da9ffffffff
66729.02,8444e83ffffffff
54275.19,8444443ffffffff
27881,8444ecbffffffff
43052.4,8444ca7ffffffff
44399.75,8444db7ffffffff
52865.05,8444cc1ffffffff
71263.02,8444d09ffffffff
57925.75,8444db5ffffffff
68627.07,8444d55ffffffff
65303.16,84441a1ffffffff
44815,8444449ffffffff
38775,84441b3ffffffff
85913.62,8444a57ffffffff
72134.65,8444ae9ffffffff
61181.45,8444c1bffffffff
54231.2,8444d99ffffffff
71431.68,8444c17ffffffff
60435.53,8444dd5ffffffff
78484.13,8444d85ffffffff
58152.21,8444d87ffffffff
68167.76,8444ce9ffffffff
74003.97,84446c3ffffffff
50990.1,8444a99ffffffff
47837.31,8444ca3ffffffff
49480.72,8444db9ffffffff
103670.28,8444c13ffffffff
48207.78,8444d8bffffffff
70183.77,8444ccdffffffff
63832.46,8444c11ffffffff
70044.54,8444185ffffffff
92492.29,84441e1ffffffff
59167,8422ee3ffffffff
59167,84225b1ffffffff
69706,8422d05ffffffff
59167,8422db7ffffffff
59167,84225a3ffffffff
59167,8422e85ffffffff
59167,84225a5ffffffff
63896.43,8422d5bffffffff
92273,8422d57ffffffff
59167,8422c67ffffffff
59167,8422e9dffffffff
59167,8422e87ffffffff
59167,8422c55ffffffff
92273,8422d09ffffffff
59167,84225bdffffffff
59167,84225b9ffffffff
59167,8422c09ffffffff
59167,8422c0dffffffff
59167,8422e8bffffffff
59167,84225a7ffffffff
69706,8422d25ffffffff
90999.69,8422d51ffffffff
92273,8422d55ffffffff
92273,8422d0bffffffff
75079.1,8422d01ffffffff
92273,8422d59ffffffff
92273,8422d5dffffffff
69706,8422d2dffffffff
69706,8422d21ffffffff
69706,8422d29ffffffff
69706,8422d63ffffffff
69706,8422d0dffffffff
69706,8422d67ffffffff
59167,8422e81ffffffff
59167,8422c63ffffffff
59167,8422c5bffffffff
59167,84225a1ffffffff
59167,8422e99ffffffff
59167,8422c2dffffffff
59167,8422e83ffffffff
59167,8422c61ffffffff
59167,8422ee7ffffffff
59167,8422eadffffffff
59167,8422d53ffffffff
59167,8422e9bffffffff
59167,84225b5ffffffff
59167,8422dbdffffffff
59167,8422c51ffffffff
59167,8422db3ffffffff
59167,8422c6bffffffff
59167,8422e91ffffffff
59167,8422c65ffffffff
77888,84464e5ffffffff
0,84465d9ffffffff
99987.09,8446495ffffffff
0,8446429ffffffff
0,844654dffffffff
0,844648bffffffff
67432.3,84464e1ffffffff
50313.03,8446493ffffffff
34409.57,8446497ffffffff
76831.88,84464e3ffffffff
68247.05,8446487ffffffff
81875.05,8446483ffffffff
75616.04,84464e7ffffffff
63545.25,84464b9ffffffff
64318.06,84464ebffffffff
70034.51,8412b09ffffffff
66842,84139a1ffffffff
0,8412a25ffffffff
46411,8412b69ffffffff
94148.28,8413917ffffffff
53114.2,8412b47ffffffff
73096.4,8412b53ffffffff
46411,8412b2bffffffff
79030.93,8412b39ffffffff
46411,8412b61ffffffff
73075.82,8412b01ffffffff
46411,8412b6dffffffff
0,8412a2dffffffff
54922.83,8412b07ffffffff
46411,8412b2dffffffff
58892.18,8412b41ffffffff
64632,8413921ffffffff
64632,8413939ffffffff
54509.22,84139a5ffffffff
64632,8413931ffffffff
64632,8413923ffffffff
65833,841396dffffffff
65475.25,8413987ffffffff
66246.92,8412b49ffffffff
38529.55,8412cb9ffffffff
61935.42,8412b4dffffffff
65578.79,8413929ffffffff
62188,84139ebffffffff
65219.64,84139b5ffffffff
46411,8412b29ffffffff
85362,8412b3bffffffff
42309.67,8412da9ffffffff
38981.3,8412da1ffffffff
48908.86,8412db9ffffffff
47434.13,8412da7ffffffff
37422.68,8412da3ffffffff
41786.94,8412dabffffffff
57281.93,8412cbdffffffff
47514.41,8412cabffffffff
47637.28,8412cb1ffffffff
55239.88,8412c87ffffffff
86530.29,84139edffffffff
72804.45,8413913ffffffff
68061.07,84139e9ffffffff
53442.15,8412d87ffffffff
42459.25,8412d83ffffffff
64705.98,8413985ffffffff
64506.05,841393bffffffff
64632,8413907ffffffff
64632,8413901ffffffff
65570.28,8413905ffffffff
64529.75,8413933ffffffff
64632,84139adffffffff
69495.97,84139e5ffffffff
66846.1,8413937ffffffff
65749.83,84139a9ffffffff
64385.78,84139e7ffffffff
64632,841393dffffffff
64544.03,8413903ffffffff
64482.11,8413915ffffffff
64658.39,841392bffffffff
64632,8413935ffffffff
71233.89,84139e1ffffffff
66633.51,84139abffffffff
46252.86,8412dbdffffffff
53140.86,8412db5ffffffff
38621.51,8412c95ffffffff
38383.31,8412cbbffffffff
41086.03,8412cb3ffffffff
44566.4,8412c97ffffffff
71869.86,8412db1ffffffff
65946.17,8412db3ffffffff
75379.74,8412b03ffffffff
43123.56,8412d85ffffffff
48868.61,8412d95ffffffff
78068.52,8412b55ffffffff
85247.29,8412b19ffffffff
85362,8412b11ffffffff
85362,8412b57ffffffff
79839.75,8412b51ffffffff
85362,8412b15ffffffff
85362,8412b0bffffffff
85362,8412b17ffffffff
85362,8412b1dffffffff
48287.88,8412b0dffffffff
65519.86,8412b59ffffffff
85362,8412b5bffffffff
85362,8412b1bffffffff
56875.87,8412dbbffffffff
50809.23,8412c93ffffffff
43624.27,8412d91ffffffff
40147.94,8412d93ffffffff
39405.22,8412d97ffffffff
65518.21,8412db7ffffffff
51004.87,8412c91ffffffff
52918.39,8412c9bffffffff
52749.46,8413b6dffffffff
52419,8413b65ffffffff
46411,8412b21ffffffff
58197.96,84139a7ffffffff
46411,8412b67ffffffff
48503.7,8412b45ffffffff
46565.59,8412b6bffffffff
46411,8412b05ffffffff
46411,8412b3dffffffff
52247.01,8412b63ffffffff
46411,8412b65ffffffff
44280.56,8412d99ffffffff
37107.78,8412ca5ffffffff
42763,8412dd3ffffffff
42037.97,8412d9dffffffff
49565.47,8412dd7ffffffff
62331.99,84139e3ffffffff
62188,84139c5ffffffff
62299.69,841398dffffffff
37473.15,8412ca1ffffffff
43499.99,8412cb5ffffffff
42825.15,8412ca3ffffffff
38538.61,8412ca7ffffffff
42697.94,8412cb7ffffffff
39275.02,8412de7ffffffff
39854.84,8412dadffffffff
38828,8412de5ffffffff
40335.98,8412d8bffffffff
65833,8413963ffffffff
65833,8413969ffffffff
65833,841396bffffffff
65833,8413965ffffffff
65833,8413961ffffffff
65833,8413967ffffffff
65833,841390dffffffff
65833,8413945ffffffff
42741.87,8412d81ffffffff
41197,8412d8dffffffff
41333.33,8412de3ffffffff
46584.7,8412d9bffffffff
66907,84139bdffffffff
66907,84139a3ffffffff
64313.11,841391dffffffff
65300.5,8413911ffffffff
66322.16,8413957ffffffff
64342,841390bffffffff
64342,841391bffffffff
39332.21,8412da5ffffffff
71913.22,8413919ffffffff
72237,8413953ffffffff
57604.41,8412b43ffffffff
57583,8412b5dffffffff
57708.17,8412b4bffffffff
57583,84139b7ffffffff
78465.32,841d209ffffffff
68966.72,841d249ffffffff
79091,841d26bffffffff
62121.29,841d25dffffffff
56553.07,841d251ffffffff
68608.23,841d24bffffffff
79091,841d255ffffffff
64531,841db6dffffffff
46411,841d25bffffffff
46477.09,841d259ffffffff
46696.29,841d253ffffffff
79091,841d20dffffffff
77929.24,841d219ffffffff
69624.09,841d24dffffffff
70072.13,841d269ffffffff
78804.87,841d243ffffffff
79091,841d247ffffffff
79065.06,841d245ffffffff
79091,841d241ffffffff
78492.31,841d257ffffffff
64531,841db69ffffffff
64531,841db65ffffffff
14040.51,8448db9ffffffff
35077.24,84485a3ffffffff
0,84485abffffffff
22077.85,8448d95ffffffff
0,8448dbbffffffff
35515.93,8448db3ffffffff
0,8448d97ffffffff
37826.92,84485bdffffffff
45576.19,84485a7ffffffff
20874.83,8448db1ffffffff
10069.55,8448e91ffffffff
0,84485a1ffffffff
28589.96,84485a5ffffffff
29126.9,84485adffffffff
24997.86,8448e9bffffffff
46064.37,8448e97ffffffff
44421.83,8448e93ffffffff
29203.64,8448db7ffffffff
49305.35,84485b5ffffffff
49009.9,8448d83ffffffff
34080.61,8448dbdffffffff
58042.55,8448d87ffffffff
29898.67,8448d93ffffffff
24538.07,8448e99ffffffff
56714.89,84489abffffffff
42644.09,844890bffffffff
29288.5,84485b7ffffffff
49347,84488ebffffffff
54201.61,84489bdffffffff
39063.05,8448815ffffffff
40038.24,8448eedffffffff
52198.37,8448923ffffffff
77424.62,8448955ffffffff
16887.28,8448d91ffffffff
26250.02,844886bffffffff
38558.54,8448b3dffffffff
29926.31,8448e9dffffffff
35568.63,8448803ffffffff
35381.77,8448b35ffffffff
61846.55,8448ebbffffffff
39814.58,8448907ffffffff
36125,844894bffffffff
47708.41,8448c69ffffffff
27498.25,84485b3ffffffff
28800,84485b1ffffffff
52096.18,84485bbffffffff
37694.25,8448e95ffffffff
71404.57,84488a7ffffffff
47933.39,844899bffffffff
53146.71,84488a5ffffffff
32404.88,8448b15ffffffff
34733.03,8448b3bffffffff
45535.72,8448c53ffffffff
35372.33,8448c5bffffffff
39832.93,8448c51ffffffff
47556.27,8448eadffffffff
36217.46,8448ee5ffffffff
68874.89,8448d69ffffffff
66800.28,8448d63ffffffff
65653.25,8448897ffffffff
63237.92,8448893ffffffff
61795.21,8448d0dffffffff
59426.07,8448d6bffffffff
42772.02,8448835ffffffff
44873.8,8448823ffffffff
30123.06,844883dffffffff
64694,8448ee3ffffffff
43478.02,8448ee7ffffffff
60902.9,84489ebffffffff
47839.41,8448cd9ffffffff
48803.39,8448cdbffffffff
45851.9,84489a5ffffffff
48849.38,84489a7ffffffff
43565.18,8448ee1ffffffff
50490.91,8448eebffffffff
28274.35,8448c47ffffffff
27976.05,8448c09ffffffff
31236.64,8448c43ffffffff
38192.17,8448c0dffffffff
55308.71,84489b5ffffffff
26234.07,8448ca9ffffffff
39182.76,8448ce7ffffffff
47284.37,8448cadffffffff
49297.82,844882bffffffff
64159.03,8448821ffffffff
55146.33,8448829ffffffff
57357.92,8448805ffffffff
31885.63,8448eb7ffffffff
33519.51,8448eb5ffffffff
77844.77,8448eb1ffffffff
31492.48,8448d33ffffffff
29045.35,8448dedffffffff
33717.64,8448d3bffffffff
37972.07,8448d17ffffffff
42397.21,8448d31ffffffff
29150.47,8448da5ffffffff
36692.9,8448da3ffffffff
29615.48,8448dabffffffff
27335.38,8448da1ffffffff
35112.55,8448dadffffffff
38739.42,8448da7ffffffff
61809.79,8448939ffffffff
53453.32,8448919ffffffff
56829.37,844891bffffffff
63279.9,8448c99ffffffff
52997.58,84489adffffffff
56847.42,8448957ffffffff
50068.7,8448933ffffffff
58592.37,84489e5ffffffff
30580.45,84485b9ffffffff
65171.57,8448913ffffffff
57399.44,8448911ffffffff
45950.07,8448c19ffffffff
45542.01,8448c1dffffffff
42302.92,8448c57ffffffff
43035.47,8448c11ffffffff
39326.09,8448c0bffffffff
58089.24,8448cd1ffffffff
39799.95,8448cddffffffff
65396.8,84489cdffffffff
30577.23,8448c93ffffffff
75066.16,8448c9bffffffff
56088.35,8448827ffffffff
48095.34,8448597ffffffff
19587.45,8448c87ffffffff
39459.88,8448c81ffffffff
28327.21,8448c83ffffffff
22328.37,8448cb9ffffffff
50410.17,8448c63ffffffff
50445.36,8448c6bffffffff
44160,8448901ffffffff
51105.2,8448903ffffffff
40751.97,8448863ffffffff
39642.53,8448867ffffffff
50022.31,8448cc7ffffffff
45720.56,8448ce3ffffffff
50777.83,8448cebffffffff
47740.81,8448c8dffffffff
29278.32,8448c85ffffffff
33530.74,8448b31ffffffff
31380.35,8448d9dffffffff
31372.02,8448831ffffffff
36346.94,844883bffffffff
47185.56,844895bffffffff
49722.54,844882dffffffff
39248.81,8448c35ffffffff
39067.99,8448c31ffffffff
40893.03,8448c33ffffffff
38980.88,8448c3dffffffff
31877.85,8448c37ffffffff
38537.74,8448dddffffffff
40471.36,8448dcbffffffff
36312.89,8448c39ffffffff
69607.92,8448915ffffffff
51964.07,8448eb9ffffffff
40626.6,8448b23ffffffff
36467.85,8448817ffffffff
34142.51,84488edffffffff
38856.63,8448833ffffffff
22373.43,8448cbdffffffff
24241.88,8448cb1ffffffff
21986.2,8448cb7ffffffff
24363.17,8448cb5ffffffff
42480,8448c3bffffffff
42480,8448c17ffffffff
47858.16,8448ce9ffffffff
42713.69,8448c15ffffffff
44271.45,8448ce1ffffffff
42480,8448cedffffffff
45296.69,8448ce5ffffffff
48528.17,8448c13ffffffff
35782.59,8448dd9ffffffff
36438.66,8448cc3ffffffff
36542.55,8448cc1ffffffff
29901.95,8448ccbffffffff
53020.46,844891dffffffff
67038.43,8448937ffffffff
33454.83,8448b2bffffffff
60402.44,84489e7ffffffff
27447.96,8448ca1ffffffff
30672.97,8448ca7ffffffff
29095.17,8448ca5ffffffff
69264.45,84489a3ffffffff
42931.45,8448d11ffffffff
39104.04,8448d1bffffffff
36561.21,8448d13ffffffff
36808,844892bffffffff
45937.49,844893dffffffff
53023.31,8448887ffffffff
56896.08,84488a9ffffffff
51128.23,8448885ffffffff
55974.41,8448883ffffffff
52114.35,84488abffffffff
49822.65,84488e3ffffffff
58346.49,84488b9ffffffff
46492.38,844888dffffffff
35482.3,8448db5ffffffff
54347.24,844893bffffffff
56610.05,8448917ffffffff
47018.66,8448d85ffffffff
60171.96,8448e8dffffffff
63956.51,8448d89ffffffff
60217.76,8448d81ffffffff
60826.63,84489a9ffffffff
98951.83,844898dffffffff
51955.73,84489d1ffffffff
56790.27,84489d5ffffffff
49965.76,84489a1ffffffff
57912.26,84489e9ffffffff
56820.46,84489edffffffff
42375.65,8448dc5ffffffff
42683.18,8448dc1ffffffff
33149.3,8448de9ffffffff
40643.56,8448debffffffff
38243.09,8448dc7ffffffff
31745.96,8448de3ffffffff
44741.39,8448f27ffffffff
35881.75,8448d4bffffffff
33466.44,8448d49ffffffff
35043.01,8448f23ffffffff
42856.76,8448f2bffffffff
40882.52,8448d41ffffffff
29968.81,8448f3dffffffff
31914.46,8448f35ffffffff
54667.03,84489b7ffffffff
30658.21,8448839ffffffff
48365.45,8448593ffffffff
76441.93,84489c3ffffffff
39343.05,8448c6dffffffff
71998.35,8448d45ffffffff
52215.45,8448d47ffffffff
59355.91,8448cd7ffffffff
59432.77,8448cd3ffffffff
50840.6,8448cd5ffffffff
49528.35,8448d01ffffffff
61159.66,8448d55ffffffff
66487.81,8448d09ffffffff
52430.68,8448d0bffffffff
55527.05,8448953ffffffff
60311.33,8448951ffffffff
40078.95,84488e5ffffffff
45910.42,84489dbffffffff
47620.93,84488e7ffffffff
47471.71,84488e1ffffffff
36941.7,84489d9ffffffff
52792.85,844889dffffffff
52331.44,8448899ffffffff
46453.16,844888bffffffff
41811.96,8448b39ffffffff
51019.24,84488d7ffffffff
62551.57,8448895ffffffff
44356.3,84488d5ffffffff
47145.25,84489b3ffffffff
57930.04,8448891ffffffff
61433.64,8448989ffffffff
64930.66,8448935ffffffff
75886.37,8448e85ffffffff
61245.84,8448927ffffffff
29591.65,8448cbbffffffff
39549.86,8448e33ffffffff
48356.16,8448d27ffffffff
39397.88,8448f29ffffffff
36290.57,8448f63ffffffff
43899.16,8448f2dffffffff
44780.72,84488dbffffffff
36225.98,8448f67ffffffff
39010,8448f05ffffffff
62914.02,8448981ffffffff
60200.78,8448987ffffffff
61965.19,84489e1ffffffff
38306.91,8448c27ffffffff
39531.89,8448dcdffffffff
41253.36,8448c25ffffffff
25535.65,8448e8bffffffff
21072.27,8448ed7ffffffff
45389.21,8448c21ffffffff
44251.35,8448c2dffffffff
51050.18,84489ddffffffff
42213.4,8448837ffffffff
39331.83,8448d19ffffffff
46664.72,8448d1dffffffff
40775.42,8448d39ffffffff
46345.78,8448d07ffffffff
41354.37,8448d03ffffffff
48107.88,8448d3dffffffff
57701.57,8448ea9ffffffff
85557.26,8448985ffffffff
45661.64,8448ebdffffffff
24561.54,8448de1ffffffff
24336.64,8448de5ffffffff
30085.24,8448de7ffffffff
21003.83,8448cb3ffffffff
36908.25,8448b17ffffffff
32483.34,8448c95ffffffff
23159.6,8448ed1ffffffff
31704.18,8448ed3ffffffff
50113.05,8448c45ffffffff
52410.83,84489b1ffffffff
50520.84,84489b9ffffffff
68234.28,84489c5ffffffff
55187.44,84488a3ffffffff
68784.26,84488bdffffffff
45965.87,8448ec7ffffffff
64988.3,8448e87ffffffff
47818.57,8448e83ffffffff
43093.35,8448c03ffffffff
48038.75,8448c29ffffffff
46274.92,8448c61ffffffff
41226.06,8448c67ffffffff
28695.27,8448807ffffffff
93610.02,8448d61ffffffff
24204.76,8448d99ffffffff
34824.87,8448dd3ffffffff
35360.04,8448dd7ffffffff
31320.41,8448c01ffffffff
50782.77,8448f25ffffffff
52969.32,8448f21ffffffff
60866.72,8448ee9ffffffff
76534.45,84488b7ffffffff
53377.76,8448ea5ffffffff
48848.36,84488e9ffffffff
39615.88,84488c7ffffffff
35351.02,8448da9ffffffff
75642.41,84488b1ffffffff
62803.47,84488bbffffffff
43732.35,8448999ffffffff
43920.54,8448991ffffffff
46267.44,8448eabffffffff
36120.82,8448ea3ffffffff
34044.93,8448c9dffffffff
39218.33,8448c91ffffffff
35083.14,8448c97ffffffff
55577.92,8448995ffffffff
55222.3,844899dffffffff
34917.19,8448d53ffffffff
52185.64,84489c9ffffffff
53428.39,8448931ffffffff
40365.38,8448dd1ffffffff
57443.5,8448dd5ffffffff
56939.92,84488a1ffffffff
116447.13,8448eb3ffffffff
69638.56,8448d43ffffffff
33262.87,8448d5dffffffff
57610.8,8448983ffffffff
49075.68,8448d8dffffffff
46160.45,8448993ffffffff
29981.37,8448ca3ffffffff
31008.86,8448cc9ffffffff
41018.77,8448c55ffffffff
40963.67,8448dc3ffffffff
81198.49,84488b3ffffffff
41657.27,8448c89ffffffff
46004,8448ab7ffffffff
46004,84488d1ffffffff
46004,84488ddffffffff
46004,84488d9ffffffff
41482.27,84488c3ffffffff
33100.69,8448f65ffffffff
46249.03,84488d3ffffffff
45718.67,8448ab3ffffffff
46004,8448ab1ffffffff
44641.96,8448c1bffffffff
49956.72,8448ccdffffffff
47886.6,8448959ffffffff
34255.33,8448865ffffffff
31145.1,8448b33ffffffff
33727.22,844886dffffffff
58493.05,8448801ffffffff
54826.66,844880dffffffff
51736.85,8448ea1ffffffff
38726.59,8448ea7ffffffff
29318,8448f33ffffffff
29318,8448f39ffffffff
29318,8448f31ffffffff
29377.58,8448f3bffffffff
29185.07,8448f37ffffffff
29318,8448f07ffffffff
24260.1,8448c65ffffffff
20766.66,8448d59ffffffff
78723.45,8448d65ffffffff
64873.05,8448d6dffffffff
37115.07,8448e89ffffffff
34952.45,8448ec3ffffffff
25459.41,8448cabffffffff
45687.32,8448d37ffffffff
49414.06,8448d35ffffffff
41393.72,8448c5dffffffff
34760.19,8448c07ffffffff
31650.84,8448c05ffffffff
48441.78,8448c8bffffffff
52130.91,84489bbffffffff
28369.19,8448869ffffffff
25088.37,8448b13ffffffff
20190.77,8448d5bffffffff
30866.83,8448d51ffffffff
66347.27,84488b5ffffffff
60255.46,8448d2dffffffff
62734.44,8448d29ffffffff
51599.77,8448997ffffffff
59106.51,8448d25ffffffff
60116.3,844898bffffffff
49317.38,8448e81ffffffff
59569.17,84488adffffffff
43669,8448c2bffffffff
42667.4,8448c23ffffffff
58975.51,84489cbffffffff
55826.13,8448825ffffffff
42181,8448dc9ffffffff
51371.83,844895dffffffff
36125,8448b37ffffffff
47589.2,8448d23ffffffff
47248.72,8448d8bffffffff
49468.62,8448ddbffffffff
43360.53,8448ec5ffffffff
40909,8448c4bffffffff
37933.57,8448c59ffffffff
40890.03,8448e37ffffffff
28649.61,8448861ffffffff
49143.65,8448d15ffffffff
49462.52,8448d57ffffffff
49034.09,8448d21ffffffff
49245.5,8448d4dffffffff
45395.55,844889bffffffff
50567.92,84489d3ffffffff
56528.98,84489d7ffffffff
37529.11,8448881ffffffff
24820.98,8448ed5ffffffff
31337.44,8448d9bffffffff
61915.15,8448d67ffffffff
33750,8448889ffffffff
56209.26,8448d2bffffffff
77797.92,84489c7ffffffff
25535.52,8448f61ffffffff
25476.31,8448f6dffffffff
29808.04,8448845ffffffff
58184.08,8448d05ffffffff
64211.41,8448cc5ffffffff
72217.21,84489c1ffffffff
77117.99,84489e3ffffffff
69706,840cdabffffffff
46086.78,840d0d1ffffffff
42143.25,840d0c3ffffffff
91460.62,840c42bffffffff
69706,840cd81ffffffff
65833,840c6dbffffffff
47264.84,840d0d9ffffffff
69706,840cca5ffffffff
0,840d0d5ffffffff
46406,840cee7ffffffff
73285.85,840c51bffffffff
85933,840c451ffffffff
46406,840cee3ffffffff
0,840d0ddffffffff
69706,840cd87ffffffff
69706,840cd8bffffffff
46406,840cc53ffffffff
37246,840cf47ffffffff
55327.53,840d08bffffffff
48011.91,840ce13ffffffff
46406,840c521ffffffff
64531,840ce93ffffffff
64531,840c5e5ffffffff
69706,840cdd5ffffffff
46406,840c525ffffffff
0,840d88bffffffff
46406,840ce1bffffffff
45916.11,840c527ffffffff
69706,840cd85ffffffff
65833,840c6d5ffffffff
57352.9,840d0d7ffffffff
49490.27,840cc11ffffffff
69706,840cdddffffffff
35539,840caddffffffff
69706,840cdd3ffffffff
74000,840c427ffffffff
